,State,Issuer_Name,Issuer_ID,Plan_ID,Plan_Type,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data,ReportingUnitID,OverallRatingValue,MedicalCareRatingValue,MemberExperienceRatingValue,PlanAdministratioatingValue
1303,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460575,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,19448,2857,460,0,410,0,0,1992,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,480,72,33602-TX-HMO,3,2,4,3
1304,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770168,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,19469,2479,193,0,708,0,0,1592,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,204,31,33602-TX-HMO,3,2,4,3
1305,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770248,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,1985,245,21,0,74,0,0,153,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,74,14,33602-TX-HMO,3,2,4,3
1306,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770169,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,20088,2920,179,0,721,0,0,2041,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,439,49,33602-TX-HMO,3,2,4,3
1307,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460578,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,20333,2542,500,0,614,0,0,1436,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,404,90,33602-TX-HMO,3,2,4,3
1308,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770178,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,20636,3469,230,15,988,0,0,2262,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,326,27,33602-TX-HMO,3,2,4,3
1309,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460707,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,20872,3774,471,14,832,0,0,2488,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,628,87,33602-TX-HMO,3,2,4,3
1310,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460564,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,20884,4247,608,0,789,0,0,2873,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,478,94,33602-TX-HMO,3,2,4,3
1311,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460670,HMO,Catastrophic,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,216,23,0,0,0,0,0,18,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,20,20,33602-TX-HMO,3,2,4,3
1312,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770139,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,21626,3615,145,0,955,0,0,2524,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,259,43,33602-TX-HMO,3,2,4,3
1313,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460567,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,21709,3123,474,0,694,12,0,1956,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,486,68,33602-TX-HMO,3,2,4,3
1314,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460563,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,219605,44829,5257,64,10981,70,0,28951,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,3625,598,33602-TX-HMO,3,2,4,3
1315,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770137,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22121,3648,150,0,848,0,0,2653,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,329,75,33602-TX-HMO,3,2,4,3
1316,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460717,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22134,3442,656,0,692,0,0,2134,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,944,190,33602-TX-HMO,3,2,4,3
1317,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460683,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22244,4843,506,0,908,0,0,3431,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,386,63,33602-TX-HMO,3,2,4,3
1318,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770153,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22275,4717,138,0,1276,0,0,3315,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,337,55,33602-TX-HMO,3,2,4,3
1319,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460797,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2239,340,36,0,43,0,0,258,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,46,0,33602-TX-HMO,3,2,4,3
1320,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770203,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22421,3503,148,0,1206,0,0,2179,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,758,64,33602-TX-HMO,3,2,4,3
1321,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460787,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2243,399,54,0,36,0,0,303,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,81,14,33602-TX-HMO,3,2,4,3
1322,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770187,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,22592,3538,255,0,844,14,0,2455,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,498,57,33602-TX-HMO,3,2,4,3
1323,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460782,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2261,393,63,0,151,0,0,179,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,74,16,33602-TX-HMO,3,2,4,3
1324,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460796,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2291,443,39,0,79,0,0,324,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,129,11,33602-TX-HMO,3,2,4,3
1325,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770198,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,23273,5309,140,0,1296,14,0,3886,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,1305,93,33602-TX-HMO,3,2,4,3
1326,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460727,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,23567,3852,479,0,628,0,0,2780,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,850,100,33602-TX-HMO,3,2,4,3
1327,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460565,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2358,404,28,0,92,0,0,285,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,47,12,33602-TX-HMO,3,2,4,3
1328,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460699,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,23672,4240,592,37,701,13,0,2904,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,411,52,33602-TX-HMO,3,2,4,3
1329,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460709,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,23724,3977,445,0,821,0,0,2731,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,963,137,33602-TX-HMO,3,2,4,3
1330,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460806,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2404,260,59,0,43,0,0,159,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,38,0,33602-TX-HMO,3,2,4,3
1331,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770238,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2418,472,17,0,183,0,0,270,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,77,0,33602-TX-HMO,3,2,4,3
1332,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770189,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,24691,4047,193,0,831,0,0,3048,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,708,78,33602-TX-HMO,3,2,4,3
1333,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770208,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,24970,3074,194,0,791,11,0,2098,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,767,43,33602-TX-HMO,3,2,4,3
1334,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770205,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,25172,3023,230,0,833,0,0,1961,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,718,78,33602-TX-HMO,3,2,4,3
1335,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770256,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2518,290,25,0,62,0,0,200,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,93,16,33602-TX-HMO,3,2,4,3
1336,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770145,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,25348,3694,158,0,936,0,0,2620,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,301,37,33602-TX-HMO,3,2,4,3
1337,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770134,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,25383,4105,203,36,1050,0,0,2836,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,294,34,33602-TX-HMO,3,2,4,3
1338,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460710,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,25422,4688,485,0,837,0,0,3368,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,911,176,33602-TX-HMO,3,2,4,3
1339,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460691,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,254249,34151,3970,113,8461,126,0,21679,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,3897,413,33602-TX-HMO,3,2,4,3
1340,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770150,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,25573,3960,202,0,954,0,0,2816,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,395,96,33602-TX-HMO,3,2,4,3
1341,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460704,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2567841,426533,51113,594,87602,1052,0,288949,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,51614,4029,33602-TX-HMO,3,2,4,3
1342,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770258,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2574,452,30,0,78,0,0,347,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,70,11,33602-TX-HMO,3,2,4,3
1343,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460805,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2580,638,45,0,60,0,0,530,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,88,15,33602-TX-HMO,3,2,4,3
1344,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770157,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2599,320,33,0,81,0,0,208,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,55,11,33602-TX-HMO,3,2,4,3
1345,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460803,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2620,337,50,0,77,0,0,210,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,103,14,33602-TX-HMO,3,2,4,3
1346,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770175,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,26228,3800,262,0,991,0,0,2583,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,405,37,33602-TX-HMO,3,2,4,3
1347,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770143,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,26451,3555,256,0,869,0,0,2452,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,350,79,33602-TX-HMO,3,2,4,3
1348,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770243,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2722,543,43,0,108,0,0,394,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,120,15,33602-TX-HMO,3,2,4,3
1349,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770163,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,274568,44640,2613,76,12184,108,0,30034,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,3673,409,33602-TX-HMO,3,2,4,3
1350,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770144,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,27474,4087,249,21,1010,0,0,2823,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,473,77,33602-TX-HMO,3,2,4,3
1351,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770141,HMO,Gold,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,27616,4862,245,11,1149,0,12,3466,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,535,94,33602-TX-HMO,3,2,4,3
1352,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460702,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,27681,4996,513,11,638,0,0,3859,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,410,45,33602-TX-HMO,3,2,4,3
1353,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460669,HMO,Catastrophic,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,283,80,0,0,0,0,0,71,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,30,20,33602-TX-HMO,3,2,4,3
1354,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460784,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,28804,5872,792,0,1052,11,0,4043,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,910,96,33602-TX-HMO,3,2,4,3
1355,TX,Blue Cross Blue Shield of Texas,33602,33602TX0460680,HMO,Silver,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,28975,4598,991,0,869,0,0,2753,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,481,79,33602-TX-HMO,3,2,4,3
1356,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770197,HMO,Bronze Expanded,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,29270,3775,203,13,1224,0,0,2357,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,1135,108,33602-TX-HMO,3,2,4,3
1357,TX,Blue Cross Blue Shield of Texas,33602,33602TX0770241,HMO,Bronze,https://www.bcbstx.com/insurance-basics/how-health-insurance-works/transparency-in-coverage,16149484,2877345,1526,254,16.6,15,0,0,2963,622,30,50,174,0,0,368,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,132,11,33602-TX-HMO,3,2,4,3
